ScheduledInspectionDate,InspectionID,InspectionSearchID,PropertyType,PropertyID,PropertyName,PropertyStreetAddress,CityState,PropertyZip
2025-08-06 00:00:00,INSP-32021,32021,PIH,TX105000002,Roberto Alonzo Courts,1600 N 7TH Avenue,"CRYSTAL CITY, TX",78839
2025-02-26 00:00:00,INSP-33270,33270,MFH,800007381,ROBERT'S PLACE,307 W Main St,"LOGAN, KS",67646
2025-03-11 00:00:00,INSP-32859,32859,MFH,800018828,ROBINDALE HEIGHTS,101 EDGEWOOD  Lane,"SEWARD, PA",15954
2025-05-22 00:00:00,INSP-32189,32189,MFH,800006284,ROBINEAU GROUP,7550 N KOSTNER AVE,"SKOKIE, IL",60076
,INSP-32608,32608,PIH,LA006000009,ROBINSON PLACE,1207  MILLIKEN Street,"MONROE, LA",71202
,INSP-33595,33595,PIH,MD001000004,ROBINWOOD,"1301  TYLER Avenue, 1468","ANNAPOLIS, MD",21403
2025-05-14 00:00:00,INSP-32875,32875,MFH,800022043,Rock Creek,709 ROCK CREEK CT,"VIRGINIA BEACH, VA",23462
2025-05-05 00:00:00,INSP-30726,30726,MFH,800220944,Rockbridge Meadows,133 Boundary Line Ln,"LEXINGTON, VA",24450
2025-03-04 00:00:00,INSP-30619,30619,MFH,800007852,ROCKCASTLE VILLA,1030 W Main St,"Mount Vernon, KY",40456
2025-04-01 00:00:00,INSP-31985,31985,PIH,OH002000400,Rockford Village,1402 Dogwood,"Youngstown, OH",44505
2025-05-02 00:00:00,INSP-32618,32618,PIH,MA002000250,ROCKLAND TOWERS,5300  WASHINGTON Street,"WEST ROXBURY, MA",02132
2025-04-18 00:00:00,INSP-33487,33487,MFH,800235522,Rockrose Gardens,3012-3032 Lexington Court,"Marina, CA",93933
2025-07-16 00:00:00,INSP-32579,32579,PIH,GA003000004,ROCKSPRING HOMES,300 S. ROCKSPRINGS ST.,"ATHENS, GA",30606
2025-05-19 00:00:00,INSP-32198,32198,MFH,800023330,ROCKWELL COURT,52 SPRY ST,"Fort Atkinson, WI",53538
2025-08-19 00:00:00,INSP-32490,32490,MFH,800211313,Rodeo Senior,710 Willow Ave,"Rodeo, CA",94572
2025-05-16 00:00:00,INSP-33049,33049,MFH,800018054,Rogue River,1395 POPLAR DR,"MEDFORD, OR",97504
2025-06-09 00:00:00,INSP-32081,32081,MFH,800013157,Rolling Hills,100 Little Drive,"LITTLETON, NC",27850
2025-04-14 00:00:00,INSP-32290,32290,MFH,800017713,ROLLING MEADOWS OF,3225 E RANDOLPH,"ENID, OK",73701
,INSP-31815,31815,PIH,AL001000023,ROOSEVELT CITY,5828  BREWER Drive,"BIRMINGHAM, AL",35228
,INSP-34210,34210,MFH,800019708,ROOSEVELT GARDENS,1000 Presidential Drive,"ORANGEBURG, SC",29115
2025-03-03 00:00:00,INSP-33350,33350,MFH,800014411,Roosevelt Solar,9 N VALLEY RD,"Roosevelt, NJ",08555
2025-06-05 00:00:00,INSP-31885,31885,PIH,IL002133000,Roosevelt Square Phase II,1246 W WASHBURNE AV,"Chicago, IL",60608
2025-04-10 00:00:00,INSP-34059,34059,MFH,800232107,"Roosevelt, The",1403 West 32nd Ave,"Anchorage, AK",99503
2025-05-21 00:00:00,INSP-33205,33205,MFH,800075180,Roscoe Dunjee,3711 Elpizo Cir,"Spencer, OK",73084
2025-04-16 00:00:00,INSP-30953,30953,MFH,800226012,Rose Crest Court,602 Golden Rd,"TYLER, TX",75702
2025-05-20 00:00:00,INSP-32528,32528,MFH,800014710,ROSE GARDEN,16 E Webb Avenue,"NORTH LAS VEGAS, NV",89030
2025-03-05 00:00:00,INSP-31031,31031,MFH,800231927,Rose Michael,4516 Avenue L,"Fort Madison, IA",52627
2025-08-29 00:00:00,INSP-34412,34412,MFH,800002333,ROSE OF SHARON,1600 Lakeshore AVE,"OAKLAND, CA",94606
2025-04-29 00:00:00,INSP-33918,33918,MFH,800112320,ROSE-ARC,19-29 Rosewood Street,"PAWTUCKET, RI",02860
2025-03-07 00:00:00,INSP-31824,31824,PIH,AL077000014,Rosedale Court Phase I,1000A Robert Glen Drive,"TUSCALOOSA, AL",35401
2025-03-06 00:00:00,INSP-31825,31825,PIH,AL077000017,Rosedale Phase III,"1031 29th Street, Building #1","TUSCALOOSA, AL",35401
2025-07-15 00:00:00,INSP-32015,32015,PIH,TX009000001,"ROSELAND TOWNHOMES, PHASE I",3535 N. Washington Rd,"Dallas, TX",75204
2025-02-25 00:00:00,INSP-34023,34023,MFH,800018060,ROSELYN APARTMENTS,424 NW 21ST AVE,"PORTLAND, OR",97209
2025-04-24 00:00:00,INSP-31869,31869,PIH,GA160000005,Rosemont Court,127 South Sixth Street,"WARNER ROBINS, GA",31088
2025-04-28 00:00:00,INSP-32283,32283,MFH,800000759,Rosewood,801 W Griffin St,"HARRISBURG, AR",72432
2025-07-28 00:00:00,INSP-33477,33477,MFH,800048567,Rosewood,1617 RUSSELL ST,"BERKELEY, CA",94703
2025-06-27 00:00:00,INSP-33959,33959,MFH,800006974,Rosewood,1700 CLARK RD,"Gary, IN",46404
2025-06-04 00:00:00,INSP-31124,31124,MFH,800112255,Rosewood Court,1888 N Fair Oaks Ave,"PASADENA, CA",91103
2025-02-06 00:00:00,INSP-34001,34001,MFH,800003053,ROSEWOOD GROUP,2205 Upham ST,"LAKEWOOD, CO",80215
2025-03-03 00:00:00,INSP-31116,31116,MFH,800075833,ROSEWOOD TERRACE,33935 Alvarado Niles Road,"UNION CITY, CA",94587
2025-04-22 00:00:00,INSP-32619,32619,PIH,MA002000272,ROSLYN APARTMENTS,1  CLIFFMONT Street,"ROSLINDALE, MA",02131
2025-05-01 00:00:00,INSP-32098,32098,MFH,800214966,Ross Creek Commons,16 Old Chunns Cove,"Asheville, NC",28805
2025-06-02 00:00:00,INSP-33850,33850,MFH,800023688,Rotary Gardens,65 SMITH DRIVE,"HUNTINGTON, WV",25705
2025-03-12 00:00:00,INSP-33349,33349,MFH,800014391,Rowan Towers,620 W State ST,"TRENTON, NJ",08618
2025-06-10 00:00:00,INSP-34413,34413,MFH,800002342,ROYAL APTS I,772-6 N VAN NESS AVE,"LOS ANGELES, CA",90038
2025-03-11 00:00:00,INSP-33287,33287,MFH,800013548,ROYAL COURT,740 Pine St,"Chadron, NE",69337
2025-02-26 00:00:00,INSP-34064,34064,MFH,800009849,ROYAL OAK MANOR,606 WILLIAMS,"ROYAL OAK, MI",48067
2025-03-11 00:00:00,INSP-30973,30973,MFH,800004200,ROYAL PALM GARDENS,2909 BLOUNT ST,"FORT MYERS, FL",33916
2025-06-17 00:00:00,INSP-30628,30628,MFH,800012249,ROYAL TERRACE,28131 HIGHWAY 28 E,"HAZLEHURST, MS",39080
2025-04-10 00:00:00,INSP-30654,30654,MFH,800013167,RSS OLD BELL ROAD,215 Old Bell Rd,"CHARLOTTE, NC",28270
2025-03-31 00:00:00,INSP-33739,33739,MFH,800012676,RSS SCATTERED SITE,2501-E Kilborne Drive,"CHARLOTTE, NC",28205
2025-05-12 00:00:00,INSP-32096,32096,MFH,800211283,RSSI SHARON CHASE,4600A Sharon Chase Drive,"CHARLOTTE, NC",28215
2025-02-21 00:00:00,INSP-30570,30570,PIH,NJ005000006,Rush Crossing,102 Creekview Drive,"TRENTON, NJ",08609
2025-08-11 00:00:00,INSP-31812,31812,PIH,AL001000014,RUSSELL B HARRIS HOMES,514  CHESTER Avenue,"BIRMINGHAM, AL",35212
2025-03-04 00:00:00,INSP-33774,33774,MFH,800225899,Russell School,201 West Fifth Street,"LEXINGTON, KY",40508
2025-03-25 00:00:00,INSP-30678,30678,MFH,800223905,Russellville,108 Boyles Drive,"Russellville, KY",42276
2025-04-08 00:00:00,INSP-32049,32049,MFH,800007862,Russellville,105 EDGEWOOD DR,"Russellville, KY",42276
2025-03-20 00:00:00,INSP-32539,32539,PIH,AR066000001,Russellville,115 South Denver Avenue,"Russellville, AR",72801
2025-03-14 00:00:00,INSP-32517,32517,MFH,800211802,RUSSO STREET APTS.,44 Bergen Street,"PROVIDENCE, RI",02908
2025-04-17 00:00:00,INSP-33621,33621,PIH,NY006000013,Rutger Manor,509 Second St.,"Utica, NY",13501
2025-07-02 00:00:00,INSP-31906,31906,PIH,MA002000106,Ruth Lillian Barkley Apartments,1472  WASHINGTON Street,"BOSTON, MA",02118
2025-02-21 00:00:00,INSP-31026,31026,MFH,800221381,Ruthven Apartments,2701 Mitchell Street,"Ruthven, IA",51358
2025-03-21 00:00:00,INSP-30661,30661,MFH,800020474,RUTLAND GROUP HOME,1178 RUTLAND AVE,"MEMPHIS, TN",38114
2025-08-18 00:00:00,INSP-34414,34414,MFH,800002353,S & J Limited II,679 E 41ST ST,"LOS ANGELES, CA",90011
2025-04-29 00:00:00,INSP-32654,32654,PIH,NC046000002,S. Estes - S. Roberson - CWW,317 Caldwell Street Extension,"Chapel Hill, NC",27516
2025-08-01 00:00:00,INSP-33711,33711,MFH,800004884,S.G. Noble Garden,200 Magnolia Avenue,"AUGUSTA, GA",30901
2025-04-04 00:00:00,INSP-30665,30665,MFH,800070790,SACRED HEART,2108 PAYNE STREET,"Louisville, KY",40206
2025-03-18 00:00:00,INSP-31089,31089,MFH,800235751,SACRED HEART,625 E 10th St,"WILMINGTON, DE",19801
2025-02-26 00:00:00,INSP-32726,32726,MFH,800000225,SADDLEWOOD,2400 DEERFIELD DR,"NORTHPORT, AL",35476
2025-03-20 00:00:00,INSP-30727,30727,MFH,800221484,Sager Homes,15913 Peach Walker Drive,"BOWIE, MD",20716
2025-07-01 00:00:00,INSP-32054,32054,MFH,800012272,SAINT FRANCIS,315-A LUMBER ST,"NATCHEZ, MS",39120
2025-05-08 00:00:00,INSP-32406,32406,MFH,800015544,Saint Jeanne,590 CHRISTOPHER CT,"MEDFORD, NY",11763
2025-05-07 00:00:00,INSP-33883,33883,MFH,800003570,Saint Monica's,3545 Main St,"HARTFORD, CT",06120
2025-04-09 00:00:00,INSP-30608,30608,MFH,800004983,Saint Paul Village,1355-A Forsyth ST,"MACON, GA",31201
2025-02-27 00:00:00,INSP-30705,30705,MFH,800018837,SALBA APARTMENTS,309 WALNUT ST,"JENKINTOWN, PA",19046
2025-05-05 00:00:00,INSP-33879,33879,MFH,800003289,Salem Village I &,70 Proulx St,"Brooklyn, CT",06234
2025-06-03 00:00:00,INSP-34238,34238,MFH,800007390,SALINE APARTMENTS,1225 E Kirwin Ave,"SALINA, KS",67401
2025-06-25 00:00:00,INSP-30685,30685,MFH,800243900,Salisbury Elderly,PO Box 159,"SALISBURY, NC",28145
2025-06-27 00:00:00,INSP-33762,33762,MFH,800212826,SALLY ARMSTRONG,1103 Chestnut Street,"GADSDEN, AL",35901
2025-02-25 00:00:00,INSP-30980,30980,MFH,800019198,San Cristobal,CALLE LUNA 413 at NORZAGARAY,"San Juan, PR",00901
2025-03-07 00:00:00,INSP-34201,34201,MFH,800019202,SAN IDELFONSO APTS,RD 150 STATE ROAD,"COAMO, PR",00769
2025-08-07 00:00:00,INSP-33244,33244,MFH,800019209,SAN MIGUEL APTS,STATE RD#2  BO. SABALOS,"MAYAGUEZ, PR",00680
2025-03-18 00:00:00,INSP-33940,33940,MFH,800006308,SANDERS APTS.,4201 22ND AVE,"MOLINE, IL",61265
2025-03-24 00:00:00,INSP-33195,33195,MFH,800021321,Sandpiper Cove,3916 WINNIE ST,"GALVESTON, TX",77550
2025-07-25 00:00:00,INSP-32325,32325,MFH,800004431,SANDPIPER VILLAGE,300 S WALTON AVE,"TARPON SPRINGS, FL",34689
2025-05-12 00:00:00,INSP-32347,32347,MFH,800112347,SANTA BARBARA,3618 SANTA BARBARA BLVD,"CAPE CORAL, FL",33914
2025-04-04 00:00:00,INSP-33458,33458,MFH,800002386,Santa Cruz,148-S BLAINE ST,"SANTA CRUZ, CA",95060
,INSP-30981,30981,MFH,800019214,SANTA JUANITA HFTE,CALLE SEC 1 STA JUANITA Calle 27 y 28,"BAYAMON, PR",00956
2025-03-26 00:00:00,INSP-33196,33196,MFH,800021326,Santa Rosa Village,FM 506 N Anzaldua Road,"SANTA ROSA, TX",78593
2025-03-04 00:00:00,INSP-30835,30835,MFH,800018080,SANTIAM TERRACE,855 Chicago St SE,"ALBANY, OR",97322
2025-02-25 00:00:00,INSP-33826,33826,MFH,800018841,SAUCON MANOR,650 Northampton ST,"HELLERTOWN, PA",18055
2025-03-14 00:00:00,INSP-34350,34350,MFH,800015795,SAUGERTIES SENIOR,155 MAIN ST.,"SAUGERTIES, NY",12477
2025-04-04 00:00:00,INSP-33315,33315,MFH,800010943,SAWTOOTH RIDGES,701 WEST 5TH ST,"GRAND MARAIS, MN",55604
2025-03-05 00:00:00,INSP-31148,31148,MFH,800022298,Saxton's River,6 River St,"Saxtons River, VT",05154
2025-04-02 00:00:00,INSP-34370,34370,MFH,800224010,SCARC Residential,919 Deer Run,"NEWTON, NJ",07860
2025-06-17 00:00:00,INSP-32005,32005,PIH,PA004000600,SCATTER SITE,501 E Cumberkand Street,"ALLENTOWN, PA",18103
2025-07-18 00:00:00,INSP-32580,32580,PIH,GA003000005,SCATTERED  SITES,300 S. Rocksprings Street,"ATHENS, GA",30606
2025-04-23 00:00:00,INSP-31925,31925,PIH,MD002000201,SCATTERED SITE,709 E Eager St,"BALTIMORE, MD",21201
2025-05-29 00:00:00,INSP-31926,31926,PIH,MD002000202,SCATTERED SITE,709 E Eager St,"BALTIMORE, MD",21201
2025-05-15 00:00:00,INSP-31927,31927,PIH,MD002000203,SCATTERED SITE,709 E Eager St,"BALTIMORE, MD",21201
2025-04-22 00:00:00,INSP-31949,31949,PIH,NC002000038,SCATTERED SITE,900 HAYNES STREET,"RALEIGH, NC",27604
2025-05-27 00:00:00,INSP-33687,33687,PIH,WI003000200,SCATTERED SITE,"9  Straubel Court, Suite 404","MADISON, WI",53704
2025-07-18 00:00:00,INSP-31835,31835,PIH,CA019000180,SCATTERED SITES,421 S. 7th Ave.,"BARSTOW, CA",92311
2025-07-14 00:00:00,INSP-31867,31867,PIH,GA003000006,SCATTERED SITES,300 S. Rocksprings Street,"ATHENS, GA",30606
2025-05-19 00:00:00,INSP-31900,31900,PIH,KS004000003,SCATTERED SITES,1502 E Arnold Street Street,"Wichita, KS",67214
2025-05-21 00:00:00,INSP-31901,31901,PIH,KS004000004,SCATTERED SITES,332  1501 E Del Mar Street Street,"Wichita, KS",67216
2025-06-24 00:00:00,INSP-31940,31940,PIH,MO002000438,SCATTERED SITES,1940 E 11th St,"Kansas City, MO",64127
2025-06-16 00:00:00,INSP-32598,32598,PIH,IL056000002,SCATTERED SITES,33928 North Route 45,"Grayslake, IL",60030
2025-08-25 00:00:00,INSP-32600,32600,PIH,IL056000004,SCATTERED SITES,33928 North Route 45,"Grayslake, IL",60030
,INSP-32648,32648,PIH,MS004000052,SCATTERED SITES,200 23rd Street Street,"MERIDIAN, MS",39301
2025-03-21 00:00:00,INSP-32715,32715,PIH,TX017000003,SCATTERED SITES,4700 Broadway,"GALVESTON, TX",77550
,INSP-32717,32717,PIH,WA021000001,SCATTERED SITES,820 N 1ST Avenue,"PASCO, WA",99301
,INSP-32718,32718,PIH,WA021000002,SCATTERED SITES,820 N 1ST Avenue,"PASCO, WA",99301
,INSP-32719,32719,PIH,WA021000003,SCATTERED SITES,820 N 1ST Avenue,"PASCO, WA",99301
,INSP-33557,33557,PIH,GA070031649,SCATTERED SITES,314 South Sherman Street,"Fitzgerald, GA",31750
2025-08-07 00:00:00,INSP-33570,33570,PIH,IL056000005,SCATTERED SITES,33928 North Route 45,"Grayslake, IL",60030
,INSP-33603,33603,PIH,MN085000002,SCATTERED SITES,200  1ST Avenue NE,"AUSTIN, MN",55912
2025-08-06 00:00:00,INSP-33604,33604,PIH,MS004000051,SCATTERED SITES,200  200 23rd Street Street,"MERIDIAN, MS",39301
2025-03-04 00:00:00,INSP-31061,31061,MFH,800014818,SCHEUER GARDENS,2540 BARKER AVE,"BRONX, NY",10467
2025-08-11 00:00:00,INSP-33153,33153,MFH,800235534,SCHLEICHER HOMES V,4754 Chicory Dr,"Toledo, OH",43615
2025-06-18 00:00:00,INSP-32837,32837,MFH,800009429,SCHNEIDER & RYLAND,2121 FREDERICK RD,"CATONSVILLE, MD",21228
2025-04-30 00:00:00,INSP-33615,33615,PIH,NY002000033,"SCHWAB, KOWAL & MSGR. GEARY APTS.",1250  BAILEY Avenue,"BUFFALO, NY",14206
,INSP-33579,33579,PIH,KY074000001,SCOPE TOWERS II,3101  WINCHESTER Avenue,"ASHLAND, KY",41101
2025-05-06 00:00:00,INSP-32082,32082,MFH,800013187,Scotland Manor,900 CHARLOTTE ST,"LAURINBURG, NC",28352
2025-05-20 00:00:00,INSP-30677,30677,MFH,800222689,SCOTT MITCHELL,324 Duke Dr Ofc,"Norlina, NC",27563
2025-04-03 00:00:00,INSP-33581,33581,PIH,LA042000030,SCOTT STREET PROJECT,"2101 Scott Street, POBox 5666","Bossier City, LA",71171
2025-04-18 00:00:00,INSP-33002,33002,MFH,800023344,SCOVILLE CENTER,545 PUBLIC AVE,"BELOIT, WI",53511
2025-05-02 00:00:00,INSP-33864,33864,MFH,800215291,Scuffling Hill,850 Scuffling Hill Rd,"ROCKY MOUNT, VA",24151
2025-05-21 00:00:00,INSP-32460,32460,MFH,800001869,SEAMIST TOWER,1451 ATLANTIC BLVD,"LONG BEACH, CA",90813
2025-07-07 00:00:00,INSP-33148,33148,MFH,800061402,SECOND MENTAL,3804 Frytown Road,"DAYTON, OH",45418
2025-03-12 00:00:00,INSP-31979,31979,PIH,NY002000035,SEDITA & STUYVESANT APTS.,245  ELMWOOD Avenue,"BUFFALO, NY",14222
2025-07-31 00:00:00,INSP-33132,33132,MFH,800017225,SEM  VILLA I,201 Mound AVE,"MILFORD, OH",45150
2025-02-27 00:00:00,INSP-34416,34416,MFH,800002408,SEMINOLE GARDENS,2607 S Linden Way,"PALM SPRINGS, CA",92264
2025-04-24 00:00:00,INSP-32604,32604,PIH,IN011000004,SENIOR CITIZENS,3280  PIERCE Street,"Gary, IN",46408
2025-03-14 00:00:00,INSP-33204,33204,MFH,800074389,SENIOR CITIZENS,930 Calder St,"BEAUMONT, TX",77701
,INSP-30933,30933,MFH,800212916,Senior Haven,1415 Main St,"Marvell, AR",72366
2025-08-08 00:00:00,INSP-32692,32692,PIH,OH032000001,SENIOR HIGH RISE,50 S HIGH Street,"LOGAN, OH",43138
2025-04-25 00:00:00,INSP-34359,34359,MFH,800211446,Senior Housing at,106 Route 6,"Carmel, NY",10512
2025-06-09 00:00:00,INSP-32270,32270,MFH,800218167,SENIORS AT HEGEMON,2399 Mock Rd,"COLUMBUS, OH",43219
,INSP-30660,30660,MFH,800020375,Serenity Housing,400 S HIGHLAND ST,"MEMPHIS, TN",38111
2025-04-17 00:00:00,INSP-34097,34097,MFH,800017238,SETON WASHINGTON,400 N Glenn Ave,"Washington Court House, OH",43160
2025-03-12 00:00:00,INSP-34258,34258,MFH,800013696,SEVEN OAKS OF,3405 State St,"OMAHA, NE",68112
2025-04-08 00:00:00,INSP-30764,30764,MFH,800022320,Seven Saint Paul,7 St Paul St,"Montpelier, VT",05602
2025-04-01 00:00:00,INSP-33713,33713,MFH,800004962,Shadowood,2506A Lumpkin RD,"AUGUSTA, GA",30906
2025-03-18 00:00:00,INSP-34146,34146,MFH,800017721,SHADYBROOK,4203 S 109TH EAST AVENUE,"TULSA, OK",74146
2025-05-20 00:00:00,INSP-31976,31976,PIH,NY002000010,SHAFFER VILLAGE & LASALLE COURTS,90  Iabelle Street,"BUFFALO, NY",14207
2025-08-11 00:00:00,INSP-32163,32163,MFH,800013884,SHALOM APARTMENTS,51 Croquet Ln,"PORTLAND, ME",04103
2025-03-31 00:00:00,INSP-32121,32121,MFH,800022070,SHALOM APTS,700 FEDERAL ST,"LYNCHBURG, VA",24504
2025-07-24 00:00:00,INSP-34228,34228,MFH,800005456,SHAMROCK HEIGHTS,1020 Shamrock Ln,"CENTERVILLE, IA",52544
2025-05-13 00:00:00,INSP-34369,34369,MFH,800221776,Share XIII,21 Duncan Avenue,"LAKE RONKONKOMA, NY",11779
2025-05-09 00:00:00,INSP-33408,33408,MFH,800232351,Share XIV,84 West Lane,"MEDFORD, NY",11763
2025-03-14 00:00:00,INSP-31010,31010,MFH,800007400,SHARON SPRINGS HSG,534 S Gardner St,"Sharon Springs, KS",67758
2025-05-16 00:00:00,INSP-31923,31923,PIH,MD002000119,SHARP LEADENHALL,908 BEVAN STREET,"BALTIMORE, MD",21230
2025-07-16 00:00:00,INSP-31128,31128,MFH,800218046,Shasta Manor II,1020 KINGSTON RD,"MOUNT SHASTA, CA",96067
2025-09-12 00:00:00,INSP-32977,32977,MFH,800224896,SHELDON TERRACE,24 Sheldon Terrace,"NEW HAVEN, CT",06511
2025-02-21 00:00:00,INSP-30906,30906,MFH,800000766,SHELTERED LIVING,1627 Tyler St,"Conway, AR",72032
2025-05-08 00:00:00,INSP-33827,33827,MFH,800018860,SHENANGO TREETOP,RR1  Box 1100,"NEW CASTLE, PA",16101
2025-03-27 00:00:00,INSP-33320,33320,MFH,800011256,SHEPHERD OAK,310 13TH ST N,"SAUK RAPIDS, MN",56379
2025-03-19 00:00:00,INSP-33727,33727,MFH,800007872,Shepherd Place,639 DORSEY AVENUE,"CARLISLE, KY",40311
2025-03-03 00:00:00,INSP-31157,31157,MFH,800225010,Shepherd's Garden,6927 196th St SW,"Lynnwood, WA",98036
2025-05-23 00:00:00,INSP-32472,32472,MFH,800002419,Sheridan Manor,10634 S CENTRAL AVE,"LOS ANGELES, CA",90002
,INSP-32568,32568,PIH,DC001005300,Sheridan Station Phase I (Multifamily),"2516 SHERIDAN RD, SE","WASHINGTON, DC",20020
2025-07-15 00:00:00,INSP-32570,32570,PIH,DC001005450,Sheridan Station Phase III,"2615 POMEROY RD, SE","WASHINGTON, DC",20020
2025-04-07 00:00:00,INSP-34180,34180,MFH,800244471,Sherman Plaza,4528 Blanco Ave,"EL PASO, TX",79905
2025-04-17 00:00:00,INSP-32944,32944,MFH,800009789,Sherwood Forest,1 Mountainview Dr.,"Skowhegan, ME",04976
2025-04-29 00:00:00,INSP-34098,34098,MFH,800017256,SHEVCHENKO MANOR,5620 W 24TH ST,"PARMA, OH",44134
,INSP-33147,33147,MFH,800061263,SHILOH ADVENTIST,2277 BANNING ROAD,"CINCINNATI, OH",45239
2025-02-19 00:00:00,INSP-32887,32887,MFH,800023694,Shiloh Apartments,3025 PLEASANT AVE,"WELLSBURG, WV",26070
2025-07-16 00:00:00,INSP-34417,34417,MFH,800002431,Shiloh Arms,4009 23RD AVE,"SACRAMENTO, CA",95820
2025-06-12 00:00:00,INSP-31893,31893,PIH,IL002161000,Shops and Lofts at 47th,747 E 47TH ST,"Chicago, IL",60653
2025-06-09 00:00:00,INSP-32412,32412,MFH,800015824,SHOREFRONT TOWERS,3045 W 29 ST,"Brooklyn, NY",11224
2025-04-21 00:00:00,INSP-32957,32957,MFH,800019414,SHORESIDE,300 6th Ave,"East Greenwich, RI",02818
2025-03-18 00:00:00,INSP-30816,30816,MFH,800003183,SHORTER ARMS,2202 DOWNING ST,"DENVER, CO",80205
,INSP-31001,31001,MFH,800000767,Shorter College,800 N BEECH ST,"North Little Rock, AR",72114
2025-08-20 00:00:00,INSP-34137,34137,MFH,800008170,SHREVEPORT,9325 Normandie Dr,"Shreveport, LA",71118
2025-07-15 00:00:00,INSP-31842,31842,PIH,DC001001290,SIBLEY PLAZA -1290,1140 N CAPITOL Street NW,"WASHINGTON, DC",20002
2025-09-12 00:00:00,INSP-31843,31843,PIH,DC001001291,SIBLEY PLAZA not fully inspected,1140 N CAPITOL Street NW,"WASHINGTON, DC",20002
,INSP-31935,31935,PIH,MN095000001,SIBLEY TERRACE,"31203 N Oak St, POBox 243","Pequot Lakes, MN",56472
2025-05-16 00:00:00,INSP-31131,31131,MFH,800224083,Sierra Manor II,2360 Paradise Drive,"Reno, NV",89512
2025-03-25 00:00:00,INSP-34454,34454,MFH,800224804,Sierra Meadows,1120 East Tulare Avenue,"Visalia, CA",93292
2025-04-10 00:00:00,INSP-30921,30921,MFH,800021342,Sierra Vista,10501 MONTWOOD,"EL PASO, TX",79935
2025-04-21 00:00:00,INSP-31108,31108,MFH,800002439,Sierra Vista,885 SIERRA VISTA WAY,"YREKA, CA",96097
2025-04-17 00:00:00,INSP-32133,32133,MFH,800235882,Silver Flower,8316 Flower Avenue,"TAKOMA PARK, MD",20912
2025-08-04 00:00:00,INSP-32295,32295,MFH,800020845,Silver Gardens,2620 Ruidosa Ave,"Dallas, TX",75228
2025-03-21 00:00:00,INSP-30744,30744,MFH,800003557,SILVER POND,650 EAST CENTER STREET,"WALLINGFORD, CT",06492
2025-03-19 00:00:00,INSP-34301,34301,MFH,800023352,SILVER SPRING,5513 N HOPKINS ST,"MILWAUKEE, WI",53209
2025-05-06 00:00:00,INSP-34444,34444,MFH,800211701,Silvercrest Lake,11850 Foothill Blvd,"Sylmar, CA",91342
2025-02-28 00:00:00,INSP-30892,30892,MFH,800224132,SIMCHA INC,2724 MAYFIELD RD,"CLEVELAND HEIGHTS, OH",44106
2025-03-17 00:00:00,INSP-32794,32794,MFH,800020496,SIMMONS MANOR,717 Greenwood ST,"KINGSTON, TN",37763
2025-04-03 00:00:00,INSP-31862,31862,PIH,GA002000002,SIMON FRAZIER HOMES&HERBERT KAYTON HOMES,624 W. Gwinnett Street,"SAVANNAH, GA",31401
2025-08-14 00:00:00,INSP-32013,32013,PIH,SC056000235,Single Family Units,2106 MOUNT PLEASANT STREET,"Charleston, SC",29403
2025-03-18 00:00:00,INSP-33665,33665,PIH,SC003000040,Single Family Units,"325 S 201 Caulder Avenue, Suite A Street","Spartanburg, SC",29306
2025-04-02 00:00:00,INSP-32665,32665,PIH,NM006000002,SITE D-4,1000 E Morgan,"GALLUP, NM",87301
2025-04-01 00:00:00,INSP-32666,32666,PIH,NM006000003,SITE E,500 Gomez Drive,"GALLUP, NM",87301
2025-03-13 00:00:00,INSP-30836,30836,MFH,800018087,SIUSLAW DUNES,1750 43RD Ave.,"FLORENCE, OR",97439
2025-04-16 00:00:00,INSP-33381,33381,MFH,800015832,SIX NATIONS APTS,607 JAY ST,"Utica, NY",13501
2025-03-19 00:00:00,INSP-32523,32523,MFH,800019779,SIXTY-TWO PLAZA,105 PLAZA CT,"CENTRAL, SC",29630
,INSP-33606,33606,PIH,ND013000100,SKY VIEW APARTMENTS,605  3RD Street NE,"DEVILS LAKE, ND",58301
2025-05-06 00:00:00,INSP-31060,31060,MFH,800014766,Skyline Garden,123 Livingston Ave,"ALBANY, NY",12207
2025-04-24 00:00:00,INSP-30848,30848,MFH,800023792,SKYLINE TOWERS,300 E COLLINS DR,"CASPER, WY",82601
2025-04-17 00:00:00,INSP-33394,33394,MFH,800079076,SLEEPY HOLLOW,46 JACKSON AVE,"EASTCHESTER, NY",10709
2025-03-17 00:00:00,INSP-30907,30907,MFH,800000771,SMITH KEYS VILLAGE,3302 WASHINGTON ST,"TEXARKANA, AR",71854
,INSP-34115,34115,MFH,800244128,SMITH MANOR,600 N Van Buren St,"BAY CITY, MI",48708
2025-02-27 00:00:00,INSP-30717,30717,MFH,800058657,SMITH STREET,49 W SMITH ST,"CORRY, PA",16407
2025-08-13 00:00:00,INSP-31811,31811,PIH,AL001000009,SMITHFIELD COURT,150  8TH Avenue N,"BIRMINGHAM, AL",35204
2025-06-04 00:00:00,INSP-34239,34239,MFH,800007408,SMOKY HILL VILLA,2145 Tulane Ave,"SALINA, KS",67401
2025-06-04 00:00:00,INSP-30607,30607,MFH,800004970,Smyrna Towers,4000 S Cobb DR,"SMYRNA, GA",30080
